date,year,doy,explo,PAR
2015-05-02,2015,122,SCH,6.448
2015-05-02,2015,122,HAI,10.042
2015-05-02,2015,122,ALB,6.027
2015-05-03,2015,123,SCH,11.388
2015-05-03,2015,123,HAI,3.104
2015-05-03,2015,123,ALB,2.736
2015-05-04,2015,124,SCH,8.822
2015-05-04,2015,124,HAI,9.44
2015-05-04,2015,124,ALB,4.992
2015-05-05,2015,125,SCH,4.131
2015-05-05,2015,125,HAI,5.779
2015-05-05,2015,125,ALB,4.234
2015-05-06,2015,126,SCH,7.913
2015-05-06,2015,126,HAI,11.911
2015-05-06,2015,126,ALB,8.801
2015-05-07,2015,127,SCH,8.795
2015-05-07,2015,127,HAI,8.466
2015-05-07,2015,127,ALB,10.936
2015-05-08,2015,128,SCH,8.671
2015-05-08,2015,128,HAI,9.637
2015-05-08,2015,128,ALB,10.235
2015-05-09,2015,129,SCH,7.295
2015-05-09,2015,129,HAI,4.936
2015-05-09,2015,129,ALB,6.682
2015-05-10,2015,130,SCH,2.283
2015-05-10,2015,130,HAI,12.602
2015-05-10,2015,130,ALB,9.711
2015-05-11,2015,131,SCH,7.966
2015-05-11,2015,131,HAI,9.771
2015-05-11,2015,131,ALB,9.833
2015-05-12,2015,132,SCH,7.533
2015-05-12,2015,132,HAI,9.299
2015-05-12,2015,132,ALB,10.262
2015-05-13,2015,133,SCH,5.144
2015-05-13,2015,133,HAI,11.894
2015-05-13,2015,133,ALB,12.114
2015-05-14,2015,134,SCH,4.748
2015-05-14,2015,134,HAI,13.158
2015-05-14,2015,134,ALB,6.045
2015-05-15,2015,135,SCH,9.307
2015-05-15,2015,135,HAI,12.871
2015-05-15,2015,135,ALB,1.239
2015-05-16,2015,136,SCH,4.117
2015-05-16,2015,136,HAI,4.227
2015-05-16,2015,136,ALB,12.98
2015-05-17,2015,137,SCH,9.323
2015-05-17,2015,137,HAI,6.248
2015-05-17,2015,137,ALB,9.436
2015-05-18,2015,138,SCH,6.223
2015-05-18,2015,138,HAI,11.666
2015-05-18,2015,138,ALB,12.706
2015-05-19,2015,139,SCH,6.995
2015-05-19,2015,139,HAI,11.954
2015-05-19,2015,139,ALB,3.03
2015-05-20,2015,140,SCH,6.55
2015-05-20,2015,140,HAI,6.001
2015-05-20,2015,140,ALB,6.176
2015-05-21,2015,141,SCH,7.597
2015-05-21,2015,141,HAI,8.245
2015-05-21,2015,141,ALB,6.346
2015-05-22,2015,142,SCH,9.377
2015-05-22,2015,142,HAI,9.902
2015-05-22,2015,142,ALB,8.579
2015-05-23,2015,143,SCH,3.553
2015-05-23,2015,143,HAI,5.912
2015-05-23,2015,143,ALB,8.606
2015-05-24,2015,144,SCH,13.138
2015-05-24,2015,144,HAI,7.279
2015-05-24,2015,144,ALB,6.139
2015-05-25,2015,145,SCH,7.409
2015-05-25,2015,145,HAI,5.224
2015-05-25,2015,145,ALB,2.777
2015-05-26,2015,146,SCH,4.871
2015-05-26,2015,146,HAI,5.119
2015-05-26,2015,146,ALB,3.179
2015-05-27,2015,147,SCH,1.96
2015-05-27,2015,147,HAI,3.661
2015-05-27,2015,147,ALB,7.654
2015-05-28,2015,148,SCH,7.878
2015-05-28,2015,148,HAI,7.517
2015-05-28,2015,148,ALB,13.225
2015-05-29,2015,149,SCH,9.412
2015-05-29,2015,149,HAI,5.679
2015-05-29,2015,149,ALB,6.105
2015-05-30,2015,150,SCH,8.741
2015-05-30,2015,150,HAI,6.507
2015-05-30,2015,150,ALB,7.555
2015-05-31,2015,151,SCH,9.735
2015-05-31,2015,151,HAI,8.537
2015-05-31,2015,151,ALB,6.811
2015-06-01,2015,152,SCH,5.532
2015-06-01,2015,152,HAI,2.654
2015-06-01,2015,152,ALB,6.469
2015-06-02,2015,153,SCH,9.213
2015-06-02,2015,153,HAI,9.513
2015-06-02,2015,153,ALB,10.245
2015-06-03,2015,154,SCH,8.958
2015-06-03,2015,154,HAI,8.81
2015-06-03,2015,154,ALB,14.239
2015-06-04,2015,155,SCH,14.297
2015-06-04,2015,155,HAI,12.864
2015-06-04,2015,155,ALB,13.919
2015-06-05,2015,156,SCH,14.479
2015-06-05,2015,156,HAI,13.897
2015-06-05,2015,156,ALB,14.3
2015-06-06,2015,157,SCH,8.893
2015-06-06,2015,157,HAI,11.65
2015-06-06,2015,157,ALB,12.247
2015-06-07,2015,158,SCH,12.685
2015-06-07,2015,158,HAI,12.784
2015-06-07,2015,158,ALB,13.011
2015-06-08,2015,159,SCH,10.783
2015-06-08,2015,159,HAI,7.099
2015-06-08,2015,159,ALB,1.768
2015-06-09,2015,160,SCH,10.644
2015-06-09,2015,160,HAI,6.02
2015-06-09,2015,160,ALB,2.383
2015-06-10,2015,161,SCH,6.666
2015-06-10,2015,161,HAI,11.213
2015-06-10,2015,161,ALB,2.652
2015-06-11,2015,162,SCH,14.553
2015-06-11,2015,162,HAI,6.399
2015-06-11,2015,162,ALB,11.32
2015-06-12,2015,163,SCH,13.29
2015-06-12,2015,163,HAI,11.468
2015-06-12,2015,163,ALB,14.32
2015-06-13,2015,164,SCH,10.385
2015-06-13,2015,164,HAI,8.783
2015-06-13,2015,164,ALB,10.489
2015-06-14,2015,165,SCH,3.897
2015-06-14,2015,165,HAI,11.485
2015-06-14,2015,165,ALB,9.457
2015-06-15,2015,166,SCH,14.089
2015-06-15,2015,166,HAI,5.9
2015-06-15,2015,166,ALB,4.213
2015-06-16,2015,167,SCH,5.702
2015-06-16,2015,167,HAI,8.087
2015-06-16,2015,167,ALB,2.522
2015-06-17,2015,168,SCH,14.954
2015-06-17,2015,168,HAI,14.051
2015-06-17,2015,168,ALB,9.506
2015-06-18,2015,169,SCH,9.317
2015-06-18,2015,169,HAI,8.761
2015-06-18,2015,169,ALB,2.574
2015-06-19,2015,170,SCH,6.466
2015-06-19,2015,170,HAI,4.399
2015-06-19,2015,170,ALB,8.516
2015-06-20,2015,171,SCH,6.419
2015-06-20,2015,171,HAI,3.431
2015-06-20,2015,171,ALB,2.699
2015-06-21,2015,172,SCH,6.975
2015-06-21,2015,172,HAI,5.779
2015-06-21,2015,172,ALB,3.866
2015-06-22,2015,173,SCH,7.979
2015-06-22,2015,173,HAI,4.605
2015-06-22,2015,173,ALB,3.408
2015-06-23,2015,174,SCH,2.97
2015-06-23,2015,174,HAI,4.816
2015-06-23,2015,174,ALB,4.042
2015-06-24,2015,175,SCH,3.946
2015-06-24,2015,175,HAI,6.723
2015-06-24,2015,175,ALB,11.942
2015-06-25,2015,176,SCH,10.26
2015-06-25,2015,176,HAI,10.701
2015-06-25,2015,176,ALB,9.36
2015-06-26,2015,177,SCH,6.272
2015-06-26,2015,177,HAI,6.279
2015-06-26,2015,177,ALB,13.594
2015-06-27,2015,178,SCH,2.863
2015-06-27,2015,178,HAI,4.441
2015-06-27,2015,178,ALB,7.34
2015-06-28,2015,179,SCH,12.021
2015-06-28,2015,179,HAI,11.241
2015-06-28,2015,179,ALB,13.171
2015-06-29,2015,180,SCH,12.609
2015-06-29,2015,180,HAI,12.076
2015-06-29,2015,180,ALB,10.923
2015-06-30,2015,181,SCH,11.21
2015-06-30,2015,181,HAI,11.474
2015-06-30,2015,181,ALB,13.099
2015-07-01,2015,182,SCH,14.515
2015-07-01,2015,182,HAI,14.354
2015-07-01,2015,182,ALB,14.595
2015-07-02,2015,183,SCH,14.393
2015-07-02,2015,183,HAI,13.963
2015-07-02,2015,183,ALB,14.272
2015-07-03,2015,184,SCH,14.654
2015-07-03,2015,184,HAI,12.866
2015-07-03,2015,184,ALB,13.381
2015-07-04,2015,185,SCH,13.675
2015-07-04,2015,185,HAI,13.02
2015-07-04,2015,185,ALB,13.143
2015-07-05,2015,186,SCH,13.651
2015-07-05,2015,186,HAI,11.535
2015-07-05,2015,186,ALB,14.114
2015-07-06,2015,187,SCH,11.844
2015-07-06,2015,187,HAI,12.581
2015-07-06,2015,187,ALB,13.176
2015-07-07,2015,188,SCH,14.251
2015-07-07,2015,188,HAI,13.685
2015-07-07,2015,188,ALB,13.218
2015-07-08,2015,189,SCH,9.263
2015-07-08,2015,189,HAI,8.271
2015-07-08,2015,189,ALB,9.937
2015-07-09,2015,190,SCH,10.805
2015-07-09,2015,190,HAI,10.407
2015-07-09,2015,190,ALB,10.007
2015-07-10,2015,191,SCH,8.017
2015-07-10,2015,191,HAI,9.294
2015-07-10,2015,191,ALB,14.445
2015-07-11,2015,192,SCH,13.725
2015-07-11,2015,192,HAI,8.841
2015-07-11,2015,192,ALB,12.818
2015-07-12,2015,193,SCH,3.651
2015-07-12,2015,193,HAI,5.81
2015-07-12,2015,193,ALB,10.707
2015-07-13,2015,194,SCH,4.981
2015-07-13,2015,194,HAI,3.019
2015-07-13,2015,194,ALB,4.006
2015-07-14,2015,195,SCH,5.32
2015-07-14,2015,195,HAI,4.085
2015-07-14,2015,195,ALB,9.937
2015-07-15,2015,196,SCH,8.558
2015-07-15,2015,196,HAI,10.91
2015-07-15,2015,196,ALB,12.462
2015-07-16,2015,197,SCH,7.964
2015-07-16,2015,197,HAI,11.092
2015-07-16,2015,197,ALB,10.641
2015-07-17,2015,198,SCH,7.54
2015-07-17,2015,198,HAI,10.899
2015-07-17,2015,198,ALB,8.661
2015-07-18,2015,199,SCH,9.764
2015-07-18,2015,199,HAI,9.667
2015-07-18,2015,199,ALB,6.084
2015-07-19,2015,200,SCH,1.247
2015-07-19,2015,200,HAI,8.855
2015-07-19,2015,200,ALB,4.29
2015-07-20,2015,201,SCH,9.896
2015-07-20,2015,201,HAI,6.999
2015-07-20,2015,201,ALB,8.996
2015-07-21,2015,202,SCH,3.408
2015-07-21,2015,202,HAI,9.11
2015-07-21,2015,202,ALB,13.726
2015-07-22,2015,203,SCH,9.184
2015-07-22,2015,203,HAI,9.628
2015-07-22,2015,203,ALB,9.341
2015-07-23,2015,204,SCH,9.59
2015-07-23,2015,204,HAI,6.025
2015-07-23,2015,204,ALB,7.462
2015-07-24,2015,205,SCH,11.802
2015-07-24,2015,205,HAI,10.769
2015-07-24,2015,205,ALB,13.104
2015-07-25,2015,206,SCH,10.242
2015-07-25,2015,206,HAI,2.848
2015-07-25,2015,206,ALB,13.363
2015-07-26,2015,207,SCH,7.355
2015-07-26,2015,207,HAI,10.849
2015-07-26,2015,207,ALB,10.798
2015-07-27,2015,208,SCH,5.143
2015-07-27,2015,208,HAI,5.598
2015-07-27,2015,208,ALB,8.584
2015-07-28,2015,209,SCH,5.257
2015-07-28,2015,209,HAI,3.485
2015-07-28,2015,209,ALB,9.958
2015-07-29,2015,210,SCH,8.589
2015-07-29,2015,210,HAI,10.939
2015-07-29,2015,210,ALB,2.125
2015-07-30,2015,211,SCH,3.571
2015-07-30,2015,211,HAI,5.703
2015-07-30,2015,211,ALB,9.028
2015-07-31,2015,212,SCH,4.746
2015-07-31,2015,212,HAI,10.782
2015-07-31,2015,212,ALB,12.794
2015-08-01,2015,213,SCH,12.267
2015-08-01,2015,213,HAI,12.659
2015-08-01,2015,213,ALB,5.757
2015-08-02,2015,214,SCH,11.611
2015-08-02,2015,214,HAI,12.236
2015-08-02,2015,214,ALB,11.631
2015-08-03,2015,215,SCH,11.827
2015-08-03,2015,215,HAI,12.431
2015-08-03,2015,215,ALB,13.001
2015-08-04,2015,216,SCH,10.259
2015-08-04,2015,216,HAI,9.353
2015-08-04,2015,216,ALB,5.197
2015-08-05,2015,217,SCH,9.358
2015-08-05,2015,217,HAI,12.325
2015-08-05,2015,217,ALB,11.274
2015-08-06,2015,218,SCH,10.89
2015-08-06,2015,218,HAI,11.254
2015-08-06,2015,218,ALB,10.571
2015-08-07,2015,219,SCH,9.571
2015-08-07,2015,219,HAI,11.807
2015-08-07,2015,219,ALB,9.99
2015-08-08,2015,220,SCH,10.567
2015-08-08,2015,220,HAI,12.05
2015-08-08,2015,220,ALB,12.694
2015-08-09,2015,221,SCH,11.787
2015-08-09,2015,221,HAI,10.372
2015-08-09,2015,221,ALB,9.126
2015-08-10,2015,222,SCH,10.793
2015-08-10,2015,222,HAI,11.215
2015-08-10,2015,222,ALB,3.329
2015-08-11,2015,223,SCH,9.14
2015-08-11,2015,223,HAI,11.009
2015-08-11,2015,223,ALB,9.833
2015-08-12,2015,224,SCH,8.66
2015-08-12,2015,224,HAI,7.316
2015-08-12,2015,224,ALB,10.492
2015-08-13,2015,225,SCH,9.963
2015-08-13,2015,225,HAI,10.764
2015-08-13,2015,225,ALB,11.915
2015-08-14,2015,226,SCH,10.929
2015-08-14,2015,226,HAI,9.325
2015-08-14,2015,226,ALB,9.489
2015-08-15,2015,227,SCH,10.049
2015-08-15,2015,227,HAI,5.761
2015-08-15,2015,227,ALB,3.28
2015-08-16,2015,228,SCH,9.985
2015-08-16,2015,228,HAI,2.731
2015-08-16,2015,228,ALB,2.828
2015-08-17,2015,229,SCH,8.264
2015-08-17,2015,229,HAI,2.082
2015-08-17,2015,229,ALB,3.106
2015-08-18,2015,230,SCH,5.122
2015-08-18,2015,230,HAI,2.029
2015-08-18,2015,230,ALB,9.419
2015-08-19,2015,231,SCH,10.671
2015-08-19,2015,231,HAI,7.787
2015-08-19,2015,231,ALB,2.175
2015-08-20,2015,232,SCH,10.901
2015-08-20,2015,232,HAI,1.783
2015-08-20,2015,232,ALB,3.671
2015-08-21,2015,233,SCH,10.433
2015-08-21,2015,233,HAI,10.724
2015-08-21,2015,233,ALB,8.239
2015-08-22,2015,234,SCH,9.643
2015-08-22,2015,234,HAI,9.553
2015-08-22,2015,234,ALB,10.875
2015-08-23,2015,235,SCH,7.194
2015-08-23,2015,235,HAI,10.688
2015-08-23,2015,235,ALB,8.803
2015-08-24,2015,236,SCH,6.808
2015-08-24,2015,236,HAI,6.908
2015-08-24,2015,236,ALB,8.913
2015-08-25,2015,237,SCH,4.696
2015-08-25,2015,237,HAI,4.451
2015-08-25,2015,237,ALB,10.589
2015-08-26,2015,238,SCH,8.447
2015-08-26,2015,238,HAI,9.688
2015-08-26,2015,238,ALB,11.054
2015-08-27,2015,239,SCH,4.787
2015-08-27,2015,239,HAI,5.663
2015-08-27,2015,239,ALB,9.729
2015-08-28,2015,240,SCH,3.071
2015-08-28,2015,240,HAI,4.593
2015-08-28,2015,240,ALB,6.206
2015-08-29,2015,241,SCH,7.818
2015-08-29,2015,241,HAI,8.703
2015-08-29,2015,241,ALB,10.934
2015-08-30,2015,242,SCH,8.562
2015-08-30,2015,242,HAI,9.884
2015-08-30,2015,242,ALB,10.571
2015-08-31,2015,243,SCH,8.072
2015-08-31,2015,243,HAI,8.777
2015-08-31,2015,243,ALB,9.124
2015-09-01,2015,244,SCH,8.402
2015-09-01,2015,244,HAI,3.648
2015-09-01,2015,244,ALB,2.593
2015-09-02,2015,245,SCH,6.913
2015-09-02,2015,245,HAI,8.24
2015-09-02,2015,245,ALB,4.472
2015-09-03,2015,246,SCH,5.826
2015-09-03,2015,246,HAI,6.564
2015-09-03,2015,246,ALB,5.635
2015-09-04,2015,247,SCH,6.998
2015-09-04,2015,247,HAI,3.624
2015-09-04,2015,247,ALB,7.766
2015-09-05,2015,248,SCH,3.263
2015-09-05,2015,248,HAI,3.863
2015-09-05,2015,248,ALB,4.588
2015-09-06,2015,249,SCH,3.141
2015-09-06,2015,249,HAI,2.647
2015-09-06,2015,249,ALB,6.34
2015-09-07,2015,250,SCH,5.881
2015-09-07,2015,250,HAI,5.214
2015-09-07,2015,250,ALB,5.581
2015-09-08,2015,251,SCH,6.032
2015-09-08,2015,251,HAI,5.438
2015-09-08,2015,251,ALB,5.508
2015-09-09,2015,252,SCH,3.532
2015-09-09,2015,252,HAI,5.873
2015-09-09,2015,252,ALB,6.699
2015-09-10,2015,253,SCH,6.13
2015-09-10,2015,253,HAI,5.26
2015-09-10,2015,253,ALB,7.824
2015-09-11,2015,254,SCH,1.733
2015-09-11,2015,254,HAI,2.988
2015-09-11,2015,254,ALB,7.193
2015-09-12,2015,255,SCH,6.867
2015-09-12,2015,255,HAI,7.235
2015-09-12,2015,255,ALB,8.251
2015-09-13,2015,256,SCH,6.39
2015-09-13,2015,256,HAI,3.32
2015-09-13,2015,256,ALB,3.856
2015-09-14,2015,257,SCH,3.372
2015-09-14,2015,257,HAI,2.764
2015-09-14,2015,257,ALB,2.603
2015-09-15,2015,258,SCH,7.494
2015-09-15,2015,258,HAI,2.848
2015-09-15,2015,258,ALB,3.666
2015-09-16,2015,259,SCH,4.673
2015-09-16,2015,259,HAI,1.95
2015-09-16,2015,259,ALB,1.716
2015-09-17,2015,260,SCH,6.988
2015-09-17,2015,260,HAI,1.221
2015-09-17,2015,260,ALB,1.947
2015-09-18,2015,261,SCH,5.136
2015-09-18,2015,261,HAI,6.284
2015-09-18,2015,261,ALB,1.787
2015-09-19,2015,262,SCH,3.473
2015-09-19,2015,262,HAI,3.436
2015-09-19,2015,262,ALB,4.754
2015-09-20,2015,263,SCH,4.459
2015-09-20,2015,263,HAI,5.586
2015-09-20,2015,263,ALB,3.312
2015-09-21,2015,264,SCH,3.26
2015-09-21,2015,264,HAI,3.152
2015-09-21,2015,264,ALB,7.774
2015-09-22,2015,265,SCH,5.708
2015-09-22,2015,265,HAI,1.493
2015-09-22,2015,265,ALB,2.356
2015-09-23,2015,266,SCH,2.577
2015-09-23,2015,266,HAI,2.683
2015-09-23,2015,266,ALB,1.839
2015-09-24,2015,267,SCH,5.849
2015-09-24,2015,267,HAI,5.034
2015-09-24,2015,267,ALB,3.631
2015-09-25,2015,268,SCH,3.594
2015-09-25,2015,268,HAI,2.851
2015-09-25,2015,268,ALB,4.802
2015-09-26,2015,269,SCH,5.634
2015-09-26,2015,269,HAI,2.479
2015-09-26,2015,269,ALB,3.206
2015-09-27,2015,270,SCH,5.327
2015-09-27,2015,270,HAI,3.489
2015-09-27,2015,270,ALB,5.109
2015-09-28,2015,271,SCH,5.431
2015-09-28,2015,271,HAI,5.498
2015-09-28,2015,271,ALB,2.306
2015-09-29,2015,272,SCH,4.166
2015-09-29,2015,272,HAI,5.52
2015-09-29,2015,272,ALB,6.382
2015-09-30,2015,273,SCH,4.877
2015-09-30,2015,273,HAI,6.447
2015-09-30,2015,273,ALB,7.216
2015-10-01,2015,274,SCH,6.045
2015-10-01,2015,274,HAI,6.362
2015-10-01,2015,274,ALB,6.954
2015-10-02,2015,275,SCH,4.855
2015-10-02,2015,275,HAI,6.403
2015-10-02,2015,275,ALB,7.05
2015-10-03,2015,276,SCH,5.769
2015-10-03,2015,276,HAI,6.076
2015-10-03,2015,276,ALB,6.547
2015-10-04,2015,277,SCH,4.9
2015-10-04,2015,277,HAI,4.365
2015-10-04,2015,277,ALB,2.259
2015-10-05,2015,278,SCH,4.621
2015-10-05,2015,278,HAI,4.812
2015-10-05,2015,278,ALB,4.743
2015-10-06,2015,279,SCH,2.614
2015-10-06,2015,279,HAI,1.72
2015-10-06,2015,279,ALB,2.073
2015-10-07,2015,280,SCH,1.679
2015-10-07,2015,280,HAI,1.796
2015-10-07,2015,280,ALB,3.809
2015-10-08,2015,281,SCH,1.302
2015-10-08,2015,281,HAI,1.501
2015-10-08,2015,281,ALB,2.551
2015-10-09,2015,282,SCH,3.384
2015-10-09,2015,282,HAI,1.479
2015-10-09,2015,282,ALB,2.37
2015-10-10,2015,283,SCH,4.811
2015-10-10,2015,283,HAI,4.549
2015-10-10,2015,283,ALB,1.263
2015-10-11,2015,284,SCH,5.14
2015-10-11,2015,284,HAI,5.52
2015-10-11,2015,284,ALB,3.339
2015-10-12,2015,285,SCH,4.856
2015-10-12,2015,285,HAI,4.69
2015-10-12,2015,285,ALB,4.664
2015-10-13,2015,286,SCH,0.592
2015-10-13,2015,286,HAI,0.732
2015-10-13,2015,286,ALB,2.391
2015-10-14,2015,287,SCH,0.696
2015-10-14,2015,287,HAI,0.415
2015-10-14,2015,287,ALB,0.945
2015-10-15,2015,288,SCH,1.029
2015-10-15,2015,288,HAI,0.45
2015-10-15,2015,288,ALB,0.495
2015-10-16,2015,289,SCH,0.988
2015-10-16,2015,289,HAI,0.393
2015-10-16,2015,289,ALB,0.385
2015-10-17,2015,290,SCH,0.743
2015-10-17,2015,290,HAI,1.568
2015-10-17,2015,290,ALB,1.85
2015-10-18,2015,291,SCH,0.278
2015-10-18,2015,291,HAI,1.482
2015-10-18,2015,291,ALB,1.119
2015-10-19,2015,292,SCH,0.437
2015-10-19,2015,292,HAI,0.509
2015-10-19,2015,292,ALB,0.955
2015-10-20,2015,293,SCH,1.107
2015-10-20,2015,293,HAI,0.625
2015-10-20,2015,293,ALB,1.998
2015-10-21,2015,294,SCH,1.514
2015-10-21,2015,294,HAI,1.476
2015-10-21,2015,294,ALB,3.481
2015-10-22,2015,295,SCH,1.077
2015-10-22,2015,295,HAI,1.121
2015-10-22,2015,295,ALB,2.454
2015-10-23,2015,296,SCH,2.117
2015-10-23,2015,296,HAI,1.892
2015-10-23,2015,296,ALB,0.924
2015-10-24,2015,297,SCH,2.856
2015-10-24,2015,297,HAI,2.225
2015-10-24,2015,297,ALB,3.749
2015-10-25,2015,298,SCH,1.317
2015-10-25,2015,298,HAI,1.186
2015-10-25,2015,298,ALB,1.606
2015-10-26,2015,299,SCH,3.245
2015-10-26,2015,299,HAI,0.722
2015-10-26,2015,299,ALB,1.163
2015-10-27,2015,300,SCH,3.252
2015-10-27,2015,300,HAI,2.671
2015-10-27,2015,300,ALB,1.878
2015-10-28,2015,301,SCH,2.902
2015-10-28,2015,301,HAI,0.795
2015-10-28,2015,301,ALB,3.361
2015-10-29,2015,302,SCH,2.533
2015-10-29,2015,302,HAI,0.844
2015-10-29,2015,302,ALB,0.725
2015-10-30,2015,303,SCH,0.636
2015-10-30,2015,303,HAI,0.802
2015-10-30,2015,303,ALB,0.52
2015-10-31,2015,304,SCH,2.821
2015-10-31,2015,304,HAI,1.694
2015-10-31,2015,304,ALB,0.772
2015-11-01,2015,305,SCH,2.433
2015-11-01,2015,305,HAI,3.412
2015-11-01,2015,305,ALB,3.319
2015-11-02,2015,306,SCH,2.567
2015-11-02,2015,306,HAI,3.283
2015-11-02,2015,306,ALB,3.812
2015-11-03,2015,307,SCH,2.887
2015-11-03,2015,307,HAI,3.376
2015-11-03,2015,307,ALB,2.233
2015-11-04,2015,308,SCH,1.381
2015-11-04,2015,308,HAI,2.943
2015-11-04,2015,308,ALB,3.768
2015-11-05,2015,309,SCH,1.687
2015-11-05,2015,309,HAI,3.144
2015-11-05,2015,309,ALB,3.73
2015-11-06,2015,310,SCH,1.002
2015-11-06,2015,310,HAI,1.373
2015-11-06,2015,310,ALB,2.843
2015-11-07,2015,311,SCH,1.099
2015-11-07,2015,311,HAI,1.822
2015-11-07,2015,311,ALB,2.269
2015-11-08,2015,312,SCH,2.6
2015-11-08,2015,312,HAI,2.116
2015-11-08,2015,312,ALB,2.886
2015-11-09,2015,313,SCH,2.065
2015-11-09,2015,313,HAI,1.231
2015-11-09,2015,313,ALB,0.861
2015-11-10,2015,314,SCH,0.253
2015-11-10,2015,314,HAI,0.701
2015-11-10,2015,314,ALB,3.539
2015-11-11,2015,315,SCH,0.473
2015-11-11,2015,315,HAI,2.667
2015-11-11,2015,315,ALB,3.399
2015-11-12,2015,316,SCH,1.189
2015-11-12,2015,316,HAI,1.347
2015-11-12,2015,316,ALB,2.944
2015-11-13,2015,317,SCH,0.65
2015-11-13,2015,317,HAI,1.081
2015-11-13,2015,317,ALB,1.741
2015-11-14,2015,318,SCH,0.662
2015-11-14,2015,318,HAI,1.121
2015-11-14,2015,318,ALB,2.672
2015-11-15,2015,319,SCH,0.504
2015-11-15,2015,319,HAI,0.174
2015-11-15,2015,319,ALB,2.845
2015-11-16,2015,320,SCH,0.604
2015-11-16,2015,320,HAI,0.348
2015-11-16,2015,320,ALB,3.095
2015-11-17,2015,321,SCH,0.499
2015-11-17,2015,321,HAI,0.945
2015-11-17,2015,321,ALB,0.392
2015-11-18,2015,322,SCH,1.439
2015-11-18,2015,322,HAI,1.884
2015-11-18,2015,322,ALB,2.856
2015-11-19,2015,323,SCH,0.709
2015-11-19,2015,323,HAI,0.732
2015-11-19,2015,323,ALB,2.032
2015-11-20,2015,324,SCH,0.609
2015-11-20,2015,324,HAI,0.634
2015-11-20,2015,324,ALB,0.313
2015-11-21,2015,325,SCH,0.535
2015-11-21,2015,325,HAI,1.443
2015-11-21,2015,325,ALB,1.206
2015-11-22,2015,326,SCH,0.399
2015-11-22,2015,326,HAI,0.694
2015-11-22,2015,326,ALB,0.302
2015-11-23,2015,327,SCH,0.19
2015-11-23,2015,327,HAI,0.619
2015-11-23,2015,327,ALB,0.589
2015-11-24,2015,328,SCH,0.994
2015-11-24,2015,328,HAI,0.835
2015-11-24,2015,328,ALB,1.227
2015-11-25,2015,329,SCH,0.443
2015-11-25,2015,329,HAI,0.384
2015-11-25,2015,329,ALB,0.427
2015-11-26,2015,330,SCH,0.489
2015-11-26,2015,330,HAI,1.771
2015-11-26,2015,330,ALB,0.352
2015-11-27,2015,331,SCH,0.52
2015-11-27,2015,331,HAI,1.421
2015-11-27,2015,331,ALB,0.939
2015-11-28,2015,332,SCH,0.199
2015-11-28,2015,332,HAI,1.112
2015-11-28,2015,332,ALB,0.305
2015-11-29,2015,333,SCH,0.297
2015-11-29,2015,333,HAI,0.35
2015-11-29,2015,333,ALB,0.438
2015-11-30,2015,334,SCH,1.068
2015-11-30,2015,334,HAI,0.69
2015-11-30,2015,334,ALB,0.339
2015-12-01,2015,335,SCH,1.256
2015-12-01,2015,335,HAI,0.861
2015-12-01,2015,335,ALB,0.33
2015-12-02,2015,336,SCH,0.273
2015-12-02,2015,336,HAI,0.18
2015-12-02,2015,336,ALB,0.625
2015-12-03,2015,337,SCH,1.341
2015-12-03,2015,337,HAI,1.363
2015-12-03,2015,337,ALB,1.953
2015-12-04,2015,338,SCH,0.13
2015-12-04,2015,338,HAI,0.15
2015-12-04,2015,338,ALB,0.507
2015-12-05,2015,339,SCH,0.38
2015-12-05,2015,339,HAI,0.719
2015-12-05,2015,339,ALB,1.74
2015-12-06,2015,340,SCH,0.597
2015-12-06,2015,340,HAI,0.207
2015-12-06,2015,340,ALB,2.242
2015-12-07,2015,341,SCH,0.317
2015-12-07,2015,341,HAI,0.969
2015-12-07,2015,341,ALB,2.461
2015-12-08,2015,342,SCH,0.63
2015-12-08,2015,342,HAI,1.632
2015-12-08,2015,342,ALB,2.222
2015-12-09,2015,343,SCH,0.513
2015-12-09,2015,343,HAI,0.978
2015-12-09,2015,343,ALB,0.436
2015-12-10,2015,344,SCH,1.354
2015-12-10,2015,344,HAI,1.466
2015-12-10,2015,344,ALB,2.429
2015-12-11,2015,345,SCH,0.146
2015-12-11,2015,345,HAI,0.189
2015-12-11,2015,345,ALB,1.459
2015-12-12,2015,346,SCH,0.385
2015-12-12,2015,346,HAI,1.202
2015-12-12,2015,346,ALB,1.86
2015-12-13,2015,347,SCH,0.255
2015-12-13,2015,347,HAI,0.649
2015-12-13,2015,347,ALB,1.207
2015-12-14,2015,348,SCH,0.365
2015-12-14,2015,348,HAI,0.268
2015-12-14,2015,348,ALB,2.336
2015-12-15,2015,349,SCH,0.282
2015-12-15,2015,349,HAI,0.374
2015-12-15,2015,349,ALB,0.717
2015-12-16,2015,350,SCH,0.412
2015-12-16,2015,350,HAI,0.176
2015-12-16,2015,350,ALB,0.293
2015-12-17,2015,351,SCH,0.289
2015-12-17,2015,351,HAI,0.39
2015-12-17,2015,351,ALB,2.03
2015-12-18,2015,352,SCH,0.116
2015-12-18,2015,352,HAI,0.9
2015-12-18,2015,352,ALB,2.002
2015-12-19,2015,353,SCH,0.751
2015-12-19,2015,353,HAI,1.326
2015-12-19,2015,353,ALB,2.089
2015-12-20,2015,354,SCH,0.415
2015-12-20,2015,354,HAI,0.642
2015-12-20,2015,354,ALB,2.3
