year,plotID,TotalGrazing,StartGrazingPeriod1,StartGrazingPeriod2,StartGrazingPeriod3,StartGrazingPeriod4,DayGrazing1,DayGrazing2,DayGrazing3,DayGrazing4,GrazingIntensity1,GrazingIntensity2,GrazingIntensity3,GrazingIntensity4
2006,AEG01,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2007,AEG01,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2008,AEG01,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2009,AEG01,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2010,AEG01,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2011,AEG01,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2012,AEG01,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2013,AEG01,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2014,AEG01,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2015,AEG01,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2016,AEG01,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2017,AEG01,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2018,AEG01,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2019,AEG01,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2020,AEG01,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2021,AEG01,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2006,AEG10,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2007,AEG10,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2008,AEG10,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2009,AEG10,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2010,AEG10,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2011,AEG10,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2012,AEG10,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2013,AEG10,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2014,AEG10,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2015,AEG10,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2016,AEG10,19.3705,306,,,,1,0,0,0,19.37,NaN,NaN,NaN
2017,AEG10,19.3705,306,,,,1,0,0,0,19.37,NaN,NaN,NaN
2018,AEG10,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2019,AEG10,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2020,AEG10,7.0218,245,,,,1,0,0,0,7.022,NaN,NaN,NaN
2021,AEG10,8.4746,245,,,,10,0,0,0,0.847,NaN,NaN,NaN
2006,AEG11,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2007,AEG11,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2008,AEG11,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2009,AEG11,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2010,AEG11,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2011,AEG11,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2012,AEG11,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2013,AEG11,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2014,AEG11,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2015,AEG11,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2016,AEG11,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2017,AEG11,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2018,AEG11,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2019,AEG11,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2020,AEG11,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2021,AEG11,53.4759,336,,,,10,0,0,0,5.348,NaN,NaN,NaN
2006,AEG12,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2007,AEG12,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2008,AEG12,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2009,AEG12,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2010,AEG12,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2011,AEG12,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2012,AEG12,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2013,AEG12,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2014,AEG12,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2015,AEG12,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2016,AEG12,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2017,AEG12,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2018,AEG12,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2019,AEG12,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2020,AEG12,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2021,AEG12,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2006,AEG13,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2007,AEG13,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2008,AEG13,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2009,AEG13,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2010,AEG13,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2011,AEG13,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2012,AEG13,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2013,AEG13,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2014,AEG13,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2015,AEG13,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2016,AEG13,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2017,AEG13,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2018,AEG13,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2019,AEG13,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2020,AEG13,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2021,AEG13,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2006,AEG14,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2007,AEG14,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2008,AEG14,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2009,AEG14,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2010,AEG14,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2011,AEG14,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2012,AEG14,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2013,AEG14,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2014,AEG14,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2015,AEG14,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2016,AEG14,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2017,AEG14,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2018,AEG14,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2019,AEG14,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2020,AEG14,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2021,AEG14,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2006,AEG15,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2007,AEG15,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2008,AEG15,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2009,AEG15,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2010,AEG15,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2011,AEG15,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2012,AEG15,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2013,AEG15,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2014,AEG15,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2015,AEG15,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2016,AEG15,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2017,AEG15,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2018,AEG15,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2019,AEG15,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2020,AEG15,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2021,AEG15,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2006,AEG16,135.4959,,,,,120,0,0,0,NaN,NaN,NaN,NaN
2007,AEG16,19.4635,,,,,30,0,0,0,NaN,NaN,NaN,NaN
2008,AEG16,16.2196,,,,,20,0,0,0,NaN,NaN,NaN,NaN
2009,AEG16,106.5502,122,214,,,140,0,0,0,NaN,NaN,NaN,NaN
2010,AEG16,83.6681,153,275,245,,70,14,42,0,0.43,0.568,1.085,NaN
2011,AEG16,108.3656,153,214,245,306,81,89,5,16,0.536,0.593,0.137,0.717
2012,AEG16,154.8846,153,153,214,,15,18,96,0,0.437,0.455,1.46,NaN
2013,AEG16,221.6469,153,183,,,24,121,0,0,1.372,1.56,NaN,NaN
2014,AEG16,116.2695,122,214,,,20,93,0,0,0.998,1.036,NaN,NaN
2015,AEG16,165.7767,153,306,,,133,23,0,0,1.223,0.137,NaN,NaN
2016,AEG16,158.665,122,183,,,17,99,0,0,1.123,1.41,NaN,NaN
2017,AEG16,143.5037,61,153,,,2,66,42,0,0.137,1.135,1.627,NaN
2018,AEG16,164.5901,122,183,,,14,100,0,0,0.998,1.506,NaN,NaN
2019,AEG16,422.4891,92,122,153,,5,33,145,0,0.206,2.246,2.396,NaN
2020,AEG16,590.4554,1,122,153,,20,46,186,0,0.137,2.308,2.589,NaN
2021,AEG16,397.0368,122,183,,,59,97,0,0,2.371,2.651,NaN,NaN
2006,AEG17,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2007,AEG17,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2008,AEG17,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2009,AEG17,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2010,AEG17,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2011,AEG17,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2012,AEG17,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2013,AEG17,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2014,AEG17,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2015,AEG17,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2016,AEG17,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2017,AEG17,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2018,AEG17,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2019,AEG17,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2020,AEG17,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2021,AEG17,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2006,AEG18,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2007,AEG18,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2008,AEG18,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2009,AEG18,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2010,AEG18,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2011,AEG18,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2012,AEG18,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2013,AEG18,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2014,AEG18,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2015,AEG18,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2016,AEG18,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2017,AEG18,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2018,AEG18,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2019,AEG18,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2020,AEG18,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2021,AEG18,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2006,AEG19,258.4795,,,,,30,0,0,0,NaN,NaN,NaN,NaN
2007,AEG19,1000.1949,,,,,70,0,0,0,NaN,NaN,NaN,NaN
2008,AEG19,1000.1949,,,,,70,0,0,0,NaN,NaN,NaN,NaN
2009,AEG19,487.8363,1,153,,,97,0,0,0,NaN,NaN,NaN,NaN
2010,AEG19,65.1309,245,275,275,,11,1,18,0,2.788,5.303,1.62,NaN
2011,AEG19,132.6068,32,214,306,,6,9,28,0,1.62,6.316,2.359,NaN
2012,AEG19,102.3075,1,245,245,,26,7,2,0,1.803,6.8,3.911,NaN
2013,AEG19,191.6055,1,153,275,,61,25,10,0,2.171,1.737,1.575,NaN
2014,AEG19,165.476,1,92,153,153,17,43,10,10,1.84,0.764,6.316,3.819
2015,AEG19,192.6007,1,32,183,214,26,37,10,66,0.542,1.134,2.85,1.637
2016,AEG19,480.0716,1,153,183,245,46,5,37,15,8.282,0.764,1.157,3.5
2017,AEG19,162.9589,122,183,,,10,45,0,0,7.018,2.062,NaN,NaN
2018,AEG19,204.5398,92,92,183,275,7,21,16,11,0.858,3.216,7.018,1.701
2019,AEG19,256.9829,92,214,275,306,34,22,9,9,4.201,3.468,2.062,2.142
2020,AEG19,158.6165,245,275,275,306,15,17,15,8,5.892,3.061,0.945,0.504
2021,AEG19,107.1693,153,245,275,,33,13,12,0,2.16,2.062,0.756,NaN
2006,AEG02,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2007,AEG02,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2008,AEG02,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2009,AEG02,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2010,AEG02,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2011,AEG02,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2012,AEG02,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2013,AEG02,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2014,AEG02,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2015,AEG02,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2016,AEG02,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2017,AEG02,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2018,AEG02,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2019,AEG02,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2020,AEG02,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2021,AEG02,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2006,AEG20,316.4384,,,,,21,0,0,0,NaN,NaN,NaN,NaN
2007,AEG20,316.4384,,,,,21,0,0,0,NaN,NaN,NaN,NaN
2008,AEG20,316.4384,,,,,21,0,0,0,NaN,NaN,NaN,NaN
2009,AEG20,191.7808,153,,,,28,0,0,0,NaN,NaN,NaN,NaN
2010,AEG20,350.0,153,183,,,21,21,0,0,4.703,11.963,NaN,NaN
2011,AEG20,157.1429,153,,,,88,0,0,0,1.786,NaN,NaN,NaN
2012,AEG20,94.2857,122,,,,88,0,0,0,1.071,NaN,NaN,NaN
2013,AEG20,49.3151,153,,,,18,0,0,0,2.74,NaN,NaN,NaN
2014,AEG20,115.0685,122,,,,14,0,0,0,8.219,NaN,NaN,NaN
2015,AEG20,146.1187,153,,,,16,0,0,0,9.132,NaN,NaN,NaN
2016,AEG20,172.1461,183,,,,29,0,0,0,5.936,NaN,NaN,NaN
2017,AEG20,205.4795,122,,,,150,0,0,0,1.37,NaN,NaN,NaN
2018,AEG20,147.9452,153,,,,108,0,0,0,1.37,NaN,NaN,NaN
2019,AEG20,147.9452,122,,,,108,0,0,0,1.37,NaN,NaN,NaN
2020,AEG20,168.7671,122,245,,,128,52,0,0,1.096,0.548,NaN,NaN
2021,AEG20,153.4247,153,,,,140,0,0,0,1.096,NaN,NaN,NaN
2006,AEG21,911.9454,,,,,80,0,0,0,NaN,NaN,NaN,NaN
2007,AEG21,1135.8362,,,,,80,0,0,0,NaN,NaN,NaN,NaN
2008,AEG21,1135.8362,,,,,80,0,0,0,NaN,NaN,NaN,NaN
2009,AEG21,893.0375,183,,,,49,0,0,0,NaN,NaN,NaN,NaN
2010,AEG21,1225.5973,214,,,,70,0,0,0,17.509,NaN,NaN,NaN
2011,AEG21,904.069,153,245,306,,30,50,20,0,14.245,7.996,3.846,NaN
2012,AEG21,411.549,61,92,214,,13,9,58,0,4.71,1.126,5.865,NaN
2013,AEG21,782.3763,183,245,,,41,31,0,0,13.652,7.182,NaN,NaN
2014,AEG21,385.7828,183,245,,,14,21,0,0,15.358,8.132,NaN,NaN
2015,AEG21,890.5982,183,214,,,53,14,0,0,15.427,5.213,NaN,NaN
2016,AEG21,445.2113,183,275,306,,21,29,34,0,8.737,7.853,1.0,NaN
2017,AEG21,665.4074,214,245,306,,20,31,16,0,11.775,10.583,6.365,NaN
2018,AEG21,624.1447,183,306,,,45,10,0,0,12.901,4.36,NaN,NaN
2019,AEG21,300.4284,122,214,275,,3,24,37,0,1.126,8.287,2.653,NaN
2020,AEG21,402.7986,214,,,,42,0,0,0,9.59,NaN,NaN,NaN
2021,AEG21,434.7099,214,,,,47,0,0,0,9.249,NaN,NaN,NaN
2006,AEG22,15.4959,,,,,1,0,0,0,NaN,NaN,NaN,NaN
2007,AEG22,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2008,AEG22,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2009,AEG22,41.3223,245,,,,2,0,0,0,NaN,NaN,NaN,NaN
2010,AEG22,35.124,245,,,,2,0,0,0,17.562,NaN,NaN,NaN
2011,AEG22,35.124,275,,,,2,0,0,0,17.562,NaN,NaN,NaN
2012,AEG22,35.124,275,,,,2,0,0,0,17.562,NaN,NaN,NaN
2013,AEG22,138.4298,275,,,,2,0,0,0,69.215,NaN,NaN,NaN
2014,AEG22,35.124,245,,,,2,0,0,0,17.562,NaN,NaN,NaN
2015,AEG22,14.9793,245,,,,1,0,0,0,14.979,NaN,NaN,NaN
2016,AEG22,24.7934,275,,,,2,0,0,0,12.397,NaN,NaN,NaN
2017,AEG22,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2018,AEG22,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2019,AEG22,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2020,AEG22,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2021,AEG22,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2006,AEG23,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2007,AEG23,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2008,AEG23,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2009,AEG23,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2010,AEG23,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2011,AEG23,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2012,AEG23,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2013,AEG23,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2014,AEG23,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2015,AEG23,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2016,AEG23,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2017,AEG23,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2018,AEG23,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2019,AEG23,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2020,AEG23,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2021,AEG23,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2006,AEG24,132.9787,,,,,25,0,0,0,NaN,NaN,NaN,NaN
2007,AEG24,132.9787,,,,,25,0,0,0,NaN,NaN,NaN,NaN
2008,AEG24,132.9787,,,,,25,0,0,0,NaN,NaN,NaN,NaN
2009,AEG24,199.4681,122,214,,,25,0,0,0,NaN,NaN,NaN,NaN
2010,AEG24,163.8298,214,,,,22,0,0,0,7.447,NaN,NaN,NaN
2011,AEG24,116.5985,61,183,275,,6,13,3,0,8.378,4.468,2.749,NaN
2012,AEG24,143.6248,214,245,275,,4,5,19,0,7.979,2.379,5.253,NaN
2013,AEG24,223.6392,214,336,,,32,2,0,0,5.239,27.99,NaN,NaN
2014,AEG24,143.617,275,,,,9,0,0,0,15.957,NaN,NaN,NaN
2015,AEG24,109.5745,122,245,,,2,10,0,0,4.255,10.106,NaN,NaN
2016,AEG24,32.9787,245,,,,8,0,0,0,4.122,NaN,NaN,NaN
2017,AEG24,15.9574,245,,,,4,0,0,0,3.989,NaN,NaN,NaN
2018,AEG24,6.4433,245,,,,5,0,0,0,1.289,NaN,NaN,NaN
2019,AEG24,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2020,AEG24,38.8889,306,,,,7,0,0,0,5.556,NaN,NaN,NaN
2021,AEG24,40.8333,275,,,,7,0,0,0,5.833,NaN,NaN,NaN
2006,AEG25,54.6691,,,,,18,0,0,0,NaN,NaN,NaN,NaN
2007,AEG25,54.6691,,,,,18,0,0,0,NaN,NaN,NaN,NaN
2008,AEG25,54.6691,,,,,18,0,0,0,NaN,NaN,NaN,NaN
2009,AEG25,99.9547,122,,,,35,0,0,0,NaN,NaN,NaN,NaN
2010,AEG25,61.8767,122,,,,21,0,0,0,2.947,NaN,NaN,NaN
2011,AEG25,46.9175,122,,,,18,0,0,0,2.607,NaN,NaN,NaN
2012,AEG25,47.1442,122,,,,16,0,0,0,2.947,NaN,NaN,NaN
2013,AEG25,40.0136,122,,,,14,0,0,0,2.858,NaN,NaN,NaN
2014,AEG25,38.3046,122,,,,13,0,0,0,2.947,NaN,NaN,NaN
2015,AEG25,41.0698,122,,,,12,0,0,0,3.422,NaN,NaN,NaN
2016,AEG25,71.2829,92,245,,,15,2,0,0,4.248,3.785,NaN,NaN
2017,AEG25,49.8187,183,245,,,10,2,0,0,4.238,3.717,NaN,NaN
2018,AEG25,45.5802,153,245,,,9,2,0,0,4.238,3.717,NaN,NaN
2019,AEG25,39.6646,153,245,,,8,2,0,0,4.057,3.604,NaN,NaN
2020,AEG25,41.7271,183,245,,,8,3,0,0,3.898,3.513,NaN,NaN
2021,AEG25,37.8286,183,275,,,7,3,0,0,3.898,3.513,NaN,NaN
2006,AEG26,50.0,,,,,1,0,0,0,NaN,NaN,NaN,NaN
2007,AEG26,400.0,,,,,8,0,0,0,NaN,NaN,NaN,NaN
2008,AEG26,257.1429,,,,,6,0,0,0,NaN,NaN,NaN,NaN
2009,AEG26,298.7143,122,,,,6,0,0,0,NaN,NaN,NaN,NaN
2010,AEG26,350.0,122,,,,7,0,0,0,50.0,NaN,NaN,NaN
2011,AEG26,321.4286,122,183,275,,3,2,2,0,42.857,52.857,43.571,NaN
2012,AEG26,320.0,122,183,275,,3,2,2,0,42.857,50.714,45.0,NaN
2013,AEG26,254.2857,122,183,275,,2,2,2,0,40.0,45.714,41.429,NaN
2014,AEG26,208.9286,122,183,306,,2,2,1,0,41.786,41.786,41.786,NaN
2015,AEG26,210.1429,92,183,,,2,2,0,0,56.5,48.571,NaN,NaN
2016,AEG26,266.6429,122,153,214,,2,1,2,0,56.5,56.5,48.571,NaN
2017,AEG26,284.1667,92,275,,,8,2,0,0,28.75,27.083,NaN,NaN
2018,AEG26,376.25,122,245,,,9,4,0,0,31.25,23.75,NaN,NaN
2019,AEG26,333.3333,122,245,,,8,4,0,0,30.0,23.333,NaN,NaN
2020,AEG26,277.7083,122,245,,,7,4,0,0,27.292,21.667,NaN,NaN
2021,AEG26,313.3333,122,245,,,9,4,0,0,25.833,20.208,NaN,NaN
2006,AEG27,180.9955,,,,,4,0,0,0,NaN,NaN,NaN,NaN
2007,AEG27,217.1946,,,,,8,0,0,0,NaN,NaN,NaN,NaN
2008,AEG27,217.1946,,,,,8,0,0,0,NaN,NaN,NaN,NaN
2009,AEG27,124.4344,153,245,275,,5,0,0,0,NaN,NaN,NaN,NaN
2010,AEG27,152.5339,153,245,275,,2,2,1,0,24.434,27.24,49.186,NaN
2011,AEG27,126.6968,153,245,275,,2,2,1,0,12.67,26.697,47.964,NaN
2012,AEG27,152.0362,153,245,275,,2,2,1,0,24.887,27.149,47.964,NaN
2013,AEG27,156.5611,153,245,275,,2,2,1,0,27.149,26.244,49.774,NaN
2014,AEG27,157.9186,153,245,275,,2,2,1,0,26.244,26.697,52.036,NaN
2015,AEG27,142.3077,153,275,,,4,1,0,0,26.244,37.33,NaN,NaN
2016,AEG27,109.6833,92,,,,4,0,0,0,27.421,NaN,NaN,NaN
2017,AEG27,190.0452,122,245,,,11,1,0,0,15.837,15.837,NaN,NaN
2018,AEG27,133.9367,92,245,,,7,1,0,0,16.742,16.742,NaN,NaN
2019,AEG27,158.8235,92,245,,,7,2,0,0,17.647,17.647,NaN,NaN
2020,AEG27,129.8643,92,,,,7,0,0,0,18.552,NaN,NaN,NaN
2021,AEG27,162.8959,92,,,,8,0,0,0,20.362,NaN,NaN,NaN
2006,AEG28,52.2908,,,,,7,0,0,0,NaN,NaN,NaN,NaN
2007,AEG28,50.7968,,,,,6,0,0,0,NaN,NaN,NaN,NaN
2008,AEG28,59.2629,,,,,7,0,0,0,NaN,NaN,NaN,NaN
2009,AEG28,59.2629,122,,,,7,0,0,0,NaN,NaN,NaN,NaN
2010,AEG28,73.1076,122,153,,,1,7,0,0,12.45,8.665,NaN,NaN
2011,AEG28,108.008,122,245,275,,9,2,2,0,7.361,8.879,12.002,NaN
2012,AEG28,282.4303,122,153,275,,4,17,4,0,8.506,11.912,11.474,NaN
2013,AEG28,204.9801,122,153,275,,4,12,3,0,8.367,11.554,10.956,NaN
2014,AEG28,174.9004,92,153,275,,2,11,3,0,8.167,11.155,11.952,NaN
2015,AEG28,78.9841,92,245,,,2,6,0,0,4.233,11.753,NaN,NaN
2016,AEG28,85.8566,92,153,306,,1,12,2,0,6.972,5.08,8.964,NaN
2017,AEG28,88.8944,92,245,306,,1,5,10,0,5.976,5.129,5.727,NaN
2018,AEG28,48.3566,92,214,245,,1,3,5,0,5.777,4.98,5.528,NaN
2019,AEG28,84.6614,92,,,,10,0,0,0,8.466,NaN,NaN,NaN
2020,AEG28,60.8068,92,,,,11,0,0,0,5.528,NaN,NaN,NaN
2021,AEG28,47.8088,92,,,,12,0,0,0,3.984,NaN,NaN,NaN
